pollster,sample_size,numeric_grade,pollscore,state,transparency_score,end_date,party,answer,pct
University of Texas at Tyler,1144,1.8,0.1,Texas,8.5,2024-06-20,REP,Trump,46
University of Texas at Tyler,931,1.8,0.1,Texas,8.5,2024-06-20,DEM,Biden,43
University of Texas at Tyler,931,1.8,0.1,Texas,8.5,2024-06-20,REP,Trump,48
University of Texas at Tyler,1144,1.8,0.1,Texas,8.5,2024-06-20,DEM,Biden,38
University of Texas at Tyler,1144,1.8,0.1,Texas,8.5,2024-06-20,REP,Trump,46
University of Texas at Tyler,1144,1.8,0.1,Texas,8.5,2024-06-20,IND,Kennedy,12
University of Texas at Tyler,1144,1.8,0.1,Texas,8.5,2024-06-20,LIB,Oliver,3
University of Texas at Tyler,1144,1.8,0.1,Texas,8.5,2024-06-20,GRE,Stein,1
University of Texas at Tyler,931,1.8,0.1,Texas,8.5,2024-06-20,DEM,Biden,41
University of Texas at Tyler,931,1.8,0.1,Texas,8.5,2024-06-20,REP,Trump,47
University of Texas at Tyler,931,1.8,0.1,Texas,8.5,2024-06-20,IND,Kennedy,8
University of Texas at Tyler,931,1.8,0.1,Texas,8.5,2024-06-20,LIB,Oliver,3
University of Texas at Tyler,931,1.8,0.1,Texas,8.5,2024-06-20,GRE,Stein,1
P2 Insights,650,1.1,0.1,Arizona,1,2024-06-20,DEM,Biden,36
P2 Insights,650,1.1,0.1,Arizona,1,2024-06-20,REP,Trump,47
P2 Insights,650,1.1,0.1,Arizona,1,2024-06-20,IND,Kennedy,7
P2 Insights,650,1.1,0.1,Georgia,1,2024-06-20,DEM,Biden,35
P2 Insights,650,1.1,0.1,Georgia,1,2024-06-20,REP,Trump,45
P2 Insights,650,1.1,0.1,Georgia,1,2024-06-20,IND,Kennedy,6
P2 Insights,650,1.1,0.1,Michigan,1,2024-06-20,DEM,Biden,40
P2 Insights,650,1.1,0.1,Michigan,1,2024-06-20,REP,Trump,43
P2 Insights,650,1.1,0.1,Michigan,1,2024-06-20,IND,Kennedy,8
P2 Insights,650,1.1,0.1,Nevada,1,2024-06-20,DEM,Biden,37
P2 Insights,650,1.1,0.1,Nevada,1,2024-06-20,REP,Trump,40
P2 Insights,650,1.1,0.1,Nevada,1,2024-06-20,IND,Kennedy,8
P2 Insights,650,1.1,0.1,Wisconsin,1,2024-06-20,DEM,Biden,42
P2 Insights,650,1.1,0.1,Wisconsin,1,2024-06-20,REP,Trump,45
P2 Insights,650,1.1,0.1,Wisconsin,1,2024-06-20,IND,Kennedy,4
Emerson,1000,2.9,-1.1,Missouri,7,2024-06-19,DEM,Biden,43.3
Emerson,1000,2.9,-1.1,Missouri,7,2024-06-19,REP,Trump,56.7
Emerson,1000,2.9,-1.1,Missouri,7,2024-06-19,DEM,Biden,34.6
Emerson,1000,2.9,-1.1,Missouri,7,2024-06-19,REP,Trump,50.4
Emerson,1000,2.9,-1.1,Missouri,7,2024-06-19,IND,Kennedy,6.5
Emerson,1000,2.9,-1.1,Missouri,7,2024-06-19,IND,West,1
Emerson,1000,2.9,-1.1,Missouri,7,2024-06-19,GRE,Stein,0.6
Morning Consult,4000,1.9,-0.3,National,3,2024-06-19,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-19,REP,Trump,44
Public Opinion Strategies,500,1.6,0.3,North Dakota,3,2024-06-19,DEM,Biden,28
Public Opinion Strategies,500,1.6,0.3,North Dakota,3,2024-06-19,REP,Trump,62
Bullfinch,800,NA,NA,Pennsylvania,4,2024-06-19,DEM,Biden,45
Bullfinch,800,NA,NA,Pennsylvania,4,2024-06-19,REP,Trump,44
YouGov,1396,3,-1.1,National,9,2024-06-18,DEM,Biden,42
YouGov,1396,3,-1.1,National,9,2024-06-18,REP,Trump,42
YouGov,1396,3,-1.1,National,9,2024-06-18,IND,Kennedy,4
YouGov,1396,3,-1.1,National,9,2024-06-18,IND,West,1
YouGov,1396,3,-1.1,National,9,2024-06-18,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,National,3,2024-06-18,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-18,REP,Trump,44
YouGov Blue,2015,3,-1.1,National,9,2024-06-18,DEM,Biden,45
YouGov Blue,2015,3,-1.1,National,9,2024-06-18,REP,Trump,45
YouGov Blue,2015,3,-1.1,National,9,2024-06-18,GRE,Stein,1
YouGov Blue,2015,3,-1.1,National,9,2024-06-18,IND,Kennedy,4
YouGov Blue,2015,3,-1.1,National,9,2024-06-18,IND,West,1
YouGov Blue,2015,3,-1.1,National,9,2024-06-18,LIB,Oliver,1
Emerson,1000,2.9,-1.1,Arizona,7,2024-06-18,DEM,Biden,48
Emerson,1000,2.9,-1.1,Arizona,7,2024-06-18,REP,Trump,52
Emerson,1000,2.9,-1.1,Arizona,7,2024-06-18,DEM,Biden,39.3
Emerson,1000,2.9,-1.1,Arizona,7,2024-06-18,REP,Trump,42.7
Emerson,1000,2.9,-1.1,Arizona,7,2024-06-18,IND,Kennedy,7.7
Emerson,1000,2.9,-1.1,Arizona,7,2024-06-18,IND,West,0.7
Emerson,1000,2.9,-1.1,Arizona,7,2024-06-18,GRE,Stein,1.2
Emerson,1000,2.9,-1.1,Nevada,7,2024-06-18,DEM,Biden,50.3
Emerson,1000,2.9,-1.1,Nevada,7,2024-06-18,REP,Trump,49.7
Emerson,1000,2.9,-1.1,Nevada,7,2024-06-18,DEM,Biden,39.1
Emerson,1000,2.9,-1.1,Nevada,7,2024-06-18,REP,Trump,42.1
Emerson,1000,2.9,-1.1,Nevada,7,2024-06-18,IND,Kennedy,7.2
Emerson,1000,2.9,-1.1,Nevada,7,2024-06-18,IND,West,1.7
Emerson,1000,2.9,-1.1,Nevada,7,2024-06-18,GRE,Stein,1.6
Emerson,1000,2.9,-1.1,Michigan,7,2024-06-18,DEM,Biden,49.3
Emerson,1000,2.9,-1.1,Michigan,7,2024-06-18,REP,Trump,50.7
Emerson,1000,2.9,-1.1,Michigan,7,2024-06-18,DEM,Biden,41.9
Emerson,1000,2.9,-1.1,Michigan,7,2024-06-18,REP,Trump,44
Emerson,1000,2.9,-1.1,Michigan,7,2024-06-18,IND,Kennedy,5.2
Emerson,1000,2.9,-1.1,Michigan,7,2024-06-18,IND,West,1.2
Emerson,1000,2.9,-1.1,Michigan,7,2024-06-18,GRE,Stein,0.8
Emerson,1000,2.9,-1.1,Minnesota,7,2024-06-18,DEM,Biden,51
Emerson,1000,2.9,-1.1,Minnesota,7,2024-06-18,REP,Trump,49
Emerson,1000,2.9,-1.1,Minnesota,7,2024-06-18,DEM,Biden,40.9
Emerson,1000,2.9,-1.1,Minnesota,7,2024-06-18,REP,Trump,41.6
Emerson,1000,2.9,-1.1,Minnesota,7,2024-06-18,IND,Kennedy,6.3
Emerson,1000,2.9,-1.1,Minnesota,7,2024-06-18,IND,West,0.7
Emerson,1000,2.9,-1.1,Minnesota,7,2024-06-18,GRE,Stein,1.1
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-06-18,DEM,Biden,48.9
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-06-18,REP,Trump,51.1
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-06-18,DEM,Biden,42.2
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-06-18,REP,Trump,44.8
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-06-18,IND,Kennedy,4.9
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-06-18,IND,West,0.2
Emerson,1000,2.9,-1.1,Pennsylvania,7,2024-06-18,GRE,Stein,0.9
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-06-18,DEM,Biden,48.7
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-06-18,REP,Trump,51.3
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-06-18,DEM,Biden,42
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-06-18,REP,Trump,43.8
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-06-18,IND,Kennedy,6.1
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-06-18,IND,West,0.4
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-06-18,GRE,Stein,0.8
Emerson,1000,2.9,-1.1,Georgia,7,2024-06-18,DEM,Biden,47.7
Emerson,1000,2.9,-1.1,Georgia,7,2024-06-18,REP,Trump,52.3
Emerson,1000,2.9,-1.1,Georgia,7,2024-06-18,DEM,Biden,37.4
Emerson,1000,2.9,-1.1,Georgia,7,2024-06-18,REP,Trump,44.9
Emerson,1000,2.9,-1.1,Georgia,7,2024-06-18,IND,Kennedy,5.9
Emerson,1000,2.9,-1.1,Georgia,7,2024-06-18,IND,West,1.4
Emerson,1000,2.9,-1.1,Georgia,7,2024-06-18,GRE,Stein,0.9
Fabrizio/Impact,600,1.7,-0.3,Nevada,2,2024-06-18,DEM,Biden,45
Fabrizio/Impact,600,1.7,-0.3,Nevada,2,2024-06-18,REP,Trump,48
Fabrizio/Impact,600,1.7,-0.3,Nevada,2,2024-06-18,DEM,Biden,37
Fabrizio/Impact,600,1.7,-0.3,Nevada,2,2024-06-18,REP,Trump,44
Fabrizio/Impact,600,1.7,-0.3,Nevada,2,2024-06-18,IND,Kennedy,10
Fabrizio/Impact,600,1.7,-0.3,Nevada,2,2024-06-18,GRE,Stein,1
Fabrizio/Impact,600,1.7,-0.3,Nevada,2,2024-06-18,LIB,Oliver,1
Redfield & Wilton Strategies,1148,1.8,0.4,National,9,2024-06-17,DEM,Biden,41
Redfield & Wilton Strategies,1148,1.8,0.4,National,9,2024-06-17,REP,Trump,41
Redfield & Wilton Strategies,1148,1.8,0.4,National,9,2024-06-17,IND,Kennedy,7
Morning Consult,4000,1.9,-0.3,National,3,2024-06-17,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-06-17,REP,Trump,43
Beacon/Shaw,1095,2.8,-1.1,National,9,2024-06-17,DEM,Biden,43
Beacon/Shaw,1095,2.8,-1.1,National,9,2024-06-17,REP,Trump,42
Beacon/Shaw,1095,2.8,-1.1,National,9,2024-06-17,IND,Kennedy,10
Beacon/Shaw,1095,2.8,-1.1,National,9,2024-06-17,IND,West,2
Beacon/Shaw,1095,2.8,-1.1,National,9,2024-06-17,GRE,Stein,2
Beacon/Shaw,1095,2.8,-1.1,National,9,2024-06-17,DEM,Biden,50
Beacon/Shaw,1095,2.8,-1.1,National,9,2024-06-17,REP,Trump,48
Siena,805,2.7,-0.8,New York,7,2024-06-17,DEM,Biden,47
Siena,805,2.7,-0.8,New York,7,2024-06-17,REP,Trump,39
Innovative Research Group,2000,2.1,-0.1,National,8.5,2024-06-17,DEM,Biden,41
Innovative Research Group,2000,2.1,-0.1,National,8.5,2024-06-17,REP,Trump,42
Innovative Research Group,2000,2.1,-0.1,National,8.5,2024-06-17,IND,Kennedy,8
Morning Consult,10132,1.9,-0.3,National,3,2024-06-16,DEM,Biden,44
Morning Consult,10132,1.9,-0.3,National,3,2024-06-16,REP,Trump,43
SurveyUSA,626,2.8,-1.3,Minnesota,8,2024-06-16,DEM,Biden,47
SurveyUSA,626,2.8,-1.3,Minnesota,8,2024-06-16,REP,Trump,41
Morning Consult,4000,1.9,-0.3,National,3,2024-06-15,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-06-15,REP,Trump,43
PPP,555,1.4,0,New Mexico,4,2024-06-14,DEM,Biden,48
PPP,555,1.4,0,New Mexico,4,2024-06-14,REP,Trump,41
Morning Consult,4000,1.9,-0.3,National,3,2024-06-14,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-14,REP,Trump,43
YouGov,1011,3,-1.1,National,9,2024-06-14,DEM,Biden,41
YouGov,1011,3,-1.1,National,9,2024-06-14,REP,Trump,39
YouGov,1011,3,-1.1,National,9,2024-06-14,IND,Kennedy,3
YouGov,1011,3,-1.1,National,9,2024-06-14,GRE,Stein,1
YouGov,1011,3,-1.1,National,9,2024-06-14,IND,West,1
Selzer,632,2.8,-1.2,Iowa,7.5,2024-06-14,DEM,Biden,32
Selzer,632,2.8,-1.2,Iowa,7.5,2024-06-14,REP,Trump,50
Selzer,632,2.8,-1.2,Iowa,7.5,2024-06-14,IND,Kennedy,9
Selzer,632,2.8,-1.2,Iowa,7.5,2024-06-14,LIB,Oliver,2
Embold Research,1450,1.4,0.6,Rhode Island,6,2024-06-14,DEM,Biden,40
Embold Research,1450,1.4,0.6,Rhode Island,6,2024-06-14,REP,Trump,33
Embold Research,1450,1.4,0.6,Rhode Island,6,2024-06-14,IND,Kennedy,12
Morning Consult,4000,1.9,-0.3,National,3,2024-06-13,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-06-13,REP,Trump,43
Public Opinion Strategies,500,1.6,0.3,Montana,3,2024-06-13,DEM,Biden,37
Public Opinion Strategies,500,1.6,0.3,Montana,3,2024-06-13,REP,Trump,57
Ipsos,930,2.8,-0.9,National,9.5,2024-06-12,DEM,Biden,39
Ipsos,930,2.8,-0.9,National,9.5,2024-06-12,REP,Trump,41
Ipsos,1119,2.8,-0.9,National,9.5,2024-06-12,DEM,Biden,34
Ipsos,1119,2.8,-0.9,National,9.5,2024-06-12,REP,Trump,36
Ipsos,1119,2.8,-0.9,National,9.5,2024-06-12,DEM,Biden,32
Ipsos,1119,2.8,-0.9,National,9.5,2024-06-12,REP,Trump,33
Ipsos,1119,2.8,-0.9,National,9.5,2024-06-12,IND,Kennedy,10
Ipsos,930,2.8,-0.9,National,9.5,2024-06-12,DEM,Biden,37
Ipsos,930,2.8,-0.9,National,9.5,2024-06-12,REP,Trump,38
Ipsos,930,2.8,-0.9,National,9.5,2024-06-12,IND,Kennedy,10
co/efficient,851,1.1,0.3,Virginia,5,2024-06-12,DEM,Biden,41
co/efficient,851,1.1,0.3,Virginia,5,2024-06-12,REP,Trump,41
co/efficient,851,1.1,0.3,Virginia,5,2024-06-12,IND,Kennedy,7
Redfield & Wilton Strategies,1141,1.8,0.4,National,9,2024-06-12,DEM,Biden,41
Redfield & Wilton Strategies,1141,1.8,0.4,National,9,2024-06-12,REP,Trump,40
Redfield & Wilton Strategies,1141,1.8,0.4,National,9,2024-06-12,IND,Kennedy,7
Echelon Insights,1013,2.7,-0.8,National,9,2024-06-12,DEM,Biden,48
Echelon Insights,1013,2.7,-0.8,National,9,2024-06-12,REP,Trump,47
Echelon Insights,1013,2.7,-0.8,National,9,2024-06-12,DEM,Biden,42
Echelon Insights,1013,2.7,-0.8,National,9,2024-06-12,REP,Trump,43
Echelon Insights,1013,2.7,-0.8,National,9,2024-06-12,IND,Kennedy,7
Echelon Insights,1013,2.7,-0.8,National,9,2024-06-12,GRE,Stein,2
Echelon Insights,1013,2.7,-0.8,National,9,2024-06-12,IND,West,2
Morning Consult,4000,1.9,-0.3,National,3,2024-06-12,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-12,REP,Trump,44
Marist,1184,2.9,-0.9,National,7,2024-06-12,DEM,Biden,49
Marist,1184,2.9,-0.9,National,7,2024-06-12,REP,Trump,49
Marist,1184,2.9,-0.9,National,7,2024-06-12,DEM,Biden,41
Marist,1184,2.9,-0.9,National,7,2024-06-12,REP,Trump,42
Marist,1184,2.9,-0.9,National,7,2024-06-12,IND,Kennedy,11
Marist,1184,2.9,-0.9,National,7,2024-06-12,IND,West,3
Marist,1184,2.9,-0.9,National,7,2024-06-12,GRE,Stein,1
Marist,1184,2.9,-0.9,National,7,2024-06-12,LIB,Oliver,1
YouGov,1399,3,-1.1,National,9,2024-06-11,DEM,Biden,40
YouGov,1399,3,-1.1,National,9,2024-06-11,REP,Trump,42
YouGov,1399,3,-1.1,National,9,2024-06-11,IND,Kennedy,3
YouGov,1399,3,-1.1,National,9,2024-06-11,IND,West,1
YouGov,1399,3,-1.1,National,9,2024-06-11,GRE,Stein,1
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,DEM,Biden,37
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,REP,Trump,41
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,IND,Kennedy,7
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,IND,West,2
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,GRE,Stein,2
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,LIB,Oliver,0.6
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,DEM,Biden,39
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,REP,Trump,44
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,GRE,Stein,5
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,LIB,Oliver,1
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,DEM,Biden,45
McLaughlin,600,0.5,1.6,Minnesota,4,2024-06-11,REP,Trump,47
Morning Consult,4000,1.9,-0.3,National,3,2024-06-11,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-11,REP,Trump,44
Civiqs,1140,2.4,-0.2,National,8,2024-06-11,DEM,Biden,45
Civiqs,1140,2.4,-0.2,National,8,2024-06-11,REP,Trump,45
Redfield & Wilton Strategies,430,1.8,0.4,Arizona,9,2024-06-11,DEM,Biden,38
Redfield & Wilton Strategies,430,1.8,0.4,Arizona,9,2024-06-11,REP,Trump,40
Redfield & Wilton Strategies,430,1.8,0.4,Arizona,9,2024-06-11,IND,Kennedy,6
Redfield & Wilton Strategies,430,1.8,0.4,Arizona,9,2024-06-11,LIB,Oliver,0
Redfield & Wilton Strategies,430,1.8,0.4,Arizona,9,2024-06-11,GRE,Stein,1
Redfield & Wilton Strategies,432,1.8,0.4,Florida,9,2024-06-11,DEM,Biden,37
Redfield & Wilton Strategies,432,1.8,0.4,Florida,9,2024-06-11,REP,Trump,43
Redfield & Wilton Strategies,432,1.8,0.4,Florida,9,2024-06-11,IND,Kennedy,7
Redfield & Wilton Strategies,432,1.8,0.4,Florida,9,2024-06-11,LIB,Oliver,1
Redfield & Wilton Strategies,432,1.8,0.4,Florida,9,2024-06-11,GRE,Stein,1
Redfield & Wilton Strategies,471,1.8,0.4,Georgia,9,2024-06-11,DEM,Biden,39
Redfield & Wilton Strategies,471,1.8,0.4,Georgia,9,2024-06-11,REP,Trump,44
Redfield & Wilton Strategies,471,1.8,0.4,Georgia,9,2024-06-11,IND,Kennedy,6
Redfield & Wilton Strategies,471,1.8,0.4,Georgia,9,2024-06-11,LIB,Oliver,0
Redfield & Wilton Strategies,471,1.8,0.4,Georgia,9,2024-06-11,GRE,Stein,0
Redfield & Wilton Strategies,594,1.8,0.4,Michigan,9,2024-06-11,DEM,Biden,36
Redfield & Wilton Strategies,594,1.8,0.4,Michigan,9,2024-06-11,REP,Trump,37
Redfield & Wilton Strategies,594,1.8,0.4,Michigan,9,2024-06-11,IND,Kennedy,8
Redfield & Wilton Strategies,594,1.8,0.4,Michigan,9,2024-06-11,LIB,Oliver,1
Redfield & Wilton Strategies,594,1.8,0.4,Michigan,9,2024-06-11,GRE,Stein,1
Redfield & Wilton Strategies,534,1.8,0.4,North Carolina,9,2024-06-11,DEM,Biden,40
Redfield & Wilton Strategies,534,1.8,0.4,North Carolina,9,2024-06-11,REP,Trump,43
Redfield & Wilton Strategies,534,1.8,0.4,North Carolina,9,2024-06-11,IND,Kennedy,7
Redfield & Wilton Strategies,534,1.8,0.4,North Carolina,9,2024-06-11,LIB,Oliver,0
Redfield & Wilton Strategies,534,1.8,0.4,North Carolina,9,2024-06-11,GRE,Stein,1
Redfield & Wilton Strategies,456,1.8,0.4,Pennsylvania,9,2024-06-11,DEM,Biden,42
Redfield & Wilton Strategies,456,1.8,0.4,Pennsylvania,9,2024-06-11,REP,Trump,44
Redfield & Wilton Strategies,456,1.8,0.4,Pennsylvania,9,2024-06-11,IND,Kennedy,5
Redfield & Wilton Strategies,456,1.8,0.4,Pennsylvania,9,2024-06-11,LIB,Oliver,0
Redfield & Wilton Strategies,456,1.8,0.4,Pennsylvania,9,2024-06-11,GRE,Stein,1
Spry Strategies,600,1.5,0.2,North Carolina,4,2024-06-11,DEM,Biden,44
Spry Strategies,600,1.5,0.2,North Carolina,4,2024-06-11,REP,Trump,48
Spry Strategies,600,1.5,0.2,North Carolina,4,2024-06-11,DEM,Biden,37
Spry Strategies,600,1.5,0.2,North Carolina,4,2024-06-11,REP,Trump,45
Spry Strategies,600,1.5,0.2,North Carolina,4,2024-06-11,IND,Kennedy,8
Morning Consult,4000,1.9,-0.3,National,3,2024-06-10,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-10,REP,Trump,44
SSRS,1031,2.4,-0.2,National,10,2024-06-10,DEM,Biden,30
SSRS,1031,2.4,-0.2,National,10,2024-06-10,REP,Trump,33
SSRS,1031,2.4,-0.2,National,10,2024-06-10,IND,Kennedy,10
J.L. Partners,500,1.6,0.2,Wisconsin,6,2024-06-10,DEM,Biden,44
J.L. Partners,500,1.6,0.2,Wisconsin,6,2024-06-10,REP,Trump,44
J.L. Partners,500,1.6,0.2,Wisconsin,6,2024-06-10,IND,Kennedy,5
J.L. Partners,500,1.6,0.2,Wisconsin,6,2024-06-10,IND,West,0
J.L. Partners,500,1.6,0.2,Wisconsin,6,2024-06-10,GRE,Stein,0
Florida Atlantic University/Mainstreet Research,883,NA,NA,Florida,6,2024-06-09,DEM,Biden,42
Florida Atlantic University/Mainstreet Research,883,NA,NA,Florida,6,2024-06-09,REP,Trump,46
Florida Atlantic University/Mainstreet Research,771,NA,NA,Florida,6,2024-06-09,DEM,Biden,43
Florida Atlantic University/Mainstreet Research,771,NA,NA,Florida,6,2024-06-09,REP,Trump,49
Florida Atlantic University/Mainstreet Research,883,NA,NA,Florida,6,2024-06-09,DEM,Biden,37
Florida Atlantic University/Mainstreet Research,883,NA,NA,Florida,6,2024-06-09,REP,Trump,43
Florida Atlantic University/Mainstreet Research,883,NA,NA,Florida,6,2024-06-09,IND,Kennedy,10
Florida Atlantic University/Mainstreet Research,771,NA,NA,Florida,6,2024-06-09,DEM,Biden,40
Florida Atlantic University/Mainstreet Research,771,NA,NA,Florida,6,2024-06-09,REP,Trump,45
Florida Atlantic University/Mainstreet Research,771,NA,NA,Florida,6,2024-06-09,IND,Kennedy,8
Morning Consult,10260,1.9,-0.3,National,3,2024-06-09,DEM,Biden,44
Morning Consult,10260,1.9,-0.3,National,3,2024-06-09,REP,Trump,43
Big Village,2026,1.2,1.7,National,9,2024-06-09,DEM,Biden,33.7
Big Village,2026,1.2,1.7,National,9,2024-06-09,REP,Trump,36.4
Big Village,2026,1.2,1.7,National,9,2024-06-09,IND,Kennedy,9.7
Big Village,2026,1.2,1.7,National,9,2024-06-09,IND,West,1.5
Big Village,1625,1.2,1.7,National,9,2024-06-09,DEM,Biden,38.7
Big Village,1625,1.2,1.7,National,9,2024-06-09,REP,Trump,40.3
Big Village,1625,1.2,1.7,National,9,2024-06-09,IND,Kennedy,8.3
Big Village,1625,1.2,1.7,National,9,2024-06-09,IND,West,1.5
Big Village,1423,1.2,1.7,National,9,2024-06-09,DEM,Biden,42.5
Big Village,1423,1.2,1.7,National,9,2024-06-09,REP,Trump,42.2
Big Village,1423,1.2,1.7,National,9,2024-06-09,IND,Kennedy,7.4
Big Village,1423,1.2,1.7,National,9,2024-06-09,IND,West,1.4
The Tyson Group,1050,1.1,0.1,Florida,3.5,2024-06-09,DEM,Biden,36
The Tyson Group,1050,1.1,0.1,Florida,3.5,2024-06-09,REP,Trump,46
YouGov,1200,3,-1.1,Texas,9,2024-06-09,DEM,Biden,34
YouGov,1200,3,-1.1,Texas,9,2024-06-09,REP,Trump,43
YouGov,1200,3,-1.1,Texas,9,2024-06-09,IND,Kennedy,8
YouGov,1200,3,-1.1,Texas,9,2024-06-09,GRE,Stein,2
YouGov,1200,3,-1.1,Texas,9,2024-06-09,IND,West,2
YouGov,1200,3,-1.1,Texas,9,2024-06-09,LIB,Oliver,0
YouGov,1200,3,-1.1,Texas,9,2024-06-09,DEM,Biden,39
YouGov,1200,3,-1.1,Texas,9,2024-06-09,REP,Trump,46
Morning Consult,4000,1.9,-0.3,National,3,2024-06-08,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-06-08,REP,Trump,44
YouGov,1359,3,-1.1,National,9,2024-06-07,DEM,Biden,49
YouGov,1359,3,-1.1,National,9,2024-06-07,REP,Trump,50
Morning Consult,4000,1.9,-0.3,National,3,2024-06-07,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-07,REP,Trump,44
HarrisX,857,1.5,-0.1,Utah,6,2024-06-07,DEM,Biden,25
HarrisX,857,1.5,-0.1,Utah,6,2024-06-07,REP,Trump,57
HarrisX,857,1.5,-0.1,Utah,6,2024-06-07,DEM,Biden,20
HarrisX,857,1.5,-0.1,Utah,6,2024-06-07,REP,Trump,49
HarrisX,857,1.5,-0.1,Utah,6,2024-06-07,IND,Kennedy,20
Morning Consult,4000,1.9,-0.3,National,3,2024-06-06,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-06-06,REP,Trump,44
Cygnal,1500,2.1,-1.1,National,4,2024-06-06,DEM,Biden,44.5
Cygnal,1500,2.1,-1.1,National,4,2024-06-06,REP,Trump,46.5
Cygnal,1500,2.1,-1.1,National,4,2024-06-06,DEM,Biden,38.4
Cygnal,1500,2.1,-1.1,National,4,2024-06-06,REP,Trump,41.2
Cygnal,1500,2.1,-1.1,National,4,2024-06-06,IND,Kennedy,8.4
Cygnal,1500,2.1,-1.1,National,4,2024-06-06,GRE,Stein,1.8
Cygnal,1500,2.1,-1.1,National,4,2024-06-06,IND,West,2.3
YouGov,1239,3,-1.1,National,9,2024-06-06,DEM,Biden,46
YouGov,1239,3,-1.1,National,9,2024-06-06,REP,Trump,44
YouGov,1239,3,-1.1,National,9,2024-06-06,DEM,Biden,42
YouGov,1239,3,-1.1,National,9,2024-06-06,REP,Trump,43
Marist,1137,2.9,-0.9,Ohio,7,2024-06-06,DEM,Biden,41
Marist,1137,2.9,-0.9,Ohio,7,2024-06-06,REP,Trump,48
Marist,1137,2.9,-0.9,Ohio,7,2024-06-06,IND,Kennedy,5
Marist,1137,2.9,-0.9,Ohio,7,2024-06-06,IND,West,0
Marist,1137,2.9,-0.9,Ohio,7,2024-06-06,GRE,Stein,1
Marist,1137,2.9,-0.9,Ohio,7,2024-06-06,LIB,Oliver,1
Marist,1181,2.9,-0.9,Pennsylvania,7,2024-06-06,DEM,Biden,45
Marist,1181,2.9,-0.9,Pennsylvania,7,2024-06-06,REP,Trump,47
Marist,1181,2.9,-0.9,Pennsylvania,7,2024-06-06,IND,Kennedy,3
Marist,1181,2.9,-0.9,Pennsylvania,7,2024-06-06,IND,West,1
Marist,1181,2.9,-0.9,Pennsylvania,7,2024-06-06,GRE,Stein,1
Marist,1181,2.9,-0.9,Pennsylvania,7,2024-06-06,LIB,Oliver,0
RMG Research,3000,2.3,-0.4,National,5,2024-06-06,DEM,Biden,42
RMG Research,3000,2.3,-0.4,National,5,2024-06-06,REP,Trump,43
Emerson,1000,2.9,-1.1,National,7,2024-06-05,DEM,Biden,50.2
Emerson,1000,2.9,-1.1,National,7,2024-06-05,REP,Trump,49.8
Emerson,1000,2.9,-1.1,National,7,2024-06-05,DEM,Biden,38.4
Emerson,1000,2.9,-1.1,National,7,2024-06-05,REP,Trump,44.4
Emerson,1000,2.9,-1.1,National,7,2024-06-05,IND,Kennedy,5.9
Emerson,1000,2.9,-1.1,National,7,2024-06-05,IND,West,1
Emerson,1000,2.9,-1.1,National,7,2024-06-05,GRE,Stein,1.2
Mason-Dixon,800,2.6,-1.1,Minnesota,6,2024-06-05,DEM,Biden,44.5
