pollster,sample_size,numeric_grade,pollscore,transparency_score,end_date,party,answer,pct
HarrisX,1500,1.5,-0.1,6,2024-06-30,REP,Trump,42
HarrisX,1500,1.5,-0.1,6,2024-06-30,IND,Kennedy,16
HarrisX,1500,1.5,-0.1,6,2024-06-30,IND,West,2
HarrisX,1500,1.5,-0.1,6,2024-06-30,GRE,Stein,3
HarrisX,1500,1.5,-0.1,6,2024-06-30,DEM,Harris,47
HarrisX,1500,1.5,-0.1,6,2024-06-30,REP,Trump,53
HarrisX,1500,1.5,-0.1,6,2024-06-30,DEM,Harris,40
HarrisX,1500,1.5,-0.1,6,2024-06-30,REP,Trump,43
HarrisX,1500,1.5,-0.1,6,2024-06-30,IND,Kennedy,17
HarrisX,1500,1.5,-0.1,6,2024-06-30,DEM,Harris,38
HarrisX,1500,1.5,-0.1,6,2024-06-30,REP,Trump,43
HarrisX,1500,1.5,-0.1,6,2024-06-30,IND,Kennedy,16
HarrisX,1500,1.5,-0.1,6,2024-06-30,IND,West,2
HarrisX,1500,1.5,-0.1,6,2024-06-30,GRE,Stein,2
Big Village,1007,1.2,1.7,9,2024-06-30,DEM,Biden,34.9
Big Village,1007,1.2,1.7,9,2024-06-30,REP,Trump,37.3
Big Village,1007,1.2,1.7,9,2024-06-30,IND,Kennedy,9
Big Village,1007,1.2,1.7,9,2024-06-30,IND,West,1.7
Big Village,820,1.2,1.7,9,2024-06-30,DEM,Biden,38.4
Big Village,820,1.2,1.7,9,2024-06-30,REP,Trump,39.3
Big Village,820,1.2,1.7,9,2024-06-30,IND,Kennedy,9.3
Big Village,820,1.2,1.7,9,2024-06-30,IND,West,1.3
Big Village,723,1.2,1.7,9,2024-06-30,DEM,Biden,41.2
Big Village,723,1.2,1.7,9,2024-06-30,REP,Trump,41.6
Big Village,723,1.2,1.7,9,2024-06-30,IND,Kennedy,8.7
Big Village,723,1.2,1.7,9,2024-06-30,IND,West,0.9
Patriot Polling,1029,1.1,0.6,5,2024-06-29,DEM,Biden,40.5
Patriot Polling,1029,1.1,0.6,5,2024-06-29,REP,Trump,44.3
Patriot Polling,1029,1.1,0.6,5,2024-06-29,IND,Kennedy,11.2
Morning Consult,4000,1.9,-0.3,3,2024-06-29,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,3,2024-06-29,REP,Trump,44
SurveyUSA,2315,2.8,-1.3,8,2024-06-28,DEM,Biden,43
SurveyUSA,2315,2.8,-1.3,8,2024-06-28,REP,Trump,45
Morning Consult,2086,1.9,-0.3,3,2024-06-28,DEM,Biden,45
Morning Consult,2086,1.9,-0.3,3,2024-06-28,REP,Trump,44
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Biden,45
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,48
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Harris,45
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,48
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Whitmer,44
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,46
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Newsom,44
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,47
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Pritzker,43
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,46
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Buttigieg,44
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,47
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Shapiro,43
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,46
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Klobuchar,43
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,46
Data for Progress,1011,2.6,-1.2,10,2024-06-28,DEM,Booker,44
Data for Progress,1011,2.6,-1.2,10,2024-06-28,REP,Trump,46
Leger,841,2,0,9,2024-06-28,DEM,Biden,38
Leger,841,2,0,9,2024-06-28,REP,Trump,45
AtlasIntel,1634,2.7,-0.8,6,2024-06-28,DEM,Biden,40.3
AtlasIntel,1634,2.7,-0.8,6,2024-06-28,REP,Trump,45.5
AtlasIntel,1634,2.7,-0.8,6,2024-06-28,IND,Kennedy,10.3
AtlasIntel,1634,2.7,-0.8,6,2024-06-28,IND,West,0.7
AtlasIntel,1634,2.7,-0.8,6,2024-06-28,GRE,Stein,0.5
TIPP,1244,1.8,-0.4,3,2024-06-28,DEM,Biden,43
TIPP,1244,1.8,-0.4,3,2024-06-28,REP,Trump,41
TIPP,1244,1.8,-0.4,3,2024-06-28,DEM,Biden,40
TIPP,1244,1.8,-0.4,3,2024-06-28,REP,Trump,39
TIPP,1244,1.8,-0.4,3,2024-06-28,IND,Kennedy,10
TIPP,1244,1.8,-0.4,3,2024-06-28,IND,West,2
TIPP,1244,1.8,-0.4,3,2024-06-28,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-06-28,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-28,REP,Trump,44
SoCal Research,600,NA,NA,8,2024-06-27,DEM,Biden,41
SoCal Research,600,NA,NA,8,2024-06-27,REP,Trump,44
SoCal Research,600,NA,NA,8,2024-06-27,DEM,Biden,35
SoCal Research,600,NA,NA,8,2024-06-27,REP,Trump,41
SoCal Research,600,NA,NA,8,2024-06-27,LIB,Oliver,1
SoCal Research,600,NA,NA,8,2024-06-27,IND,West,2
SoCal Research,600,NA,NA,8,2024-06-27,GRE,Stein,2
SoCal Research,600,NA,NA,8,2024-06-27,IND,Kennedy,8
Morning Consult,4000,1.9,-0.3,3,2024-06-27,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-06-27,REP,Trump,44
Change Research,NA,1.4,0.6,5,2024-06-27,DEM,Biden,38
Change Research,NA,1.4,0.6,5,2024-06-27,REP,Trump,42
Lord Ashcroft Polls,5169,NA,NA,6,2024-06-27,DEM,Biden,38
Lord Ashcroft Polls,5169,NA,NA,6,2024-06-27,REP,Trump,40
Lord Ashcroft Polls,5169,NA,NA,6,2024-06-27,DEM,Biden,34
Lord Ashcroft Polls,5169,NA,NA,6,2024-06-27,REP,Trump,37
Lord Ashcroft Polls,5169,NA,NA,6,2024-06-27,IND,Kennedy,9
Lord Ashcroft Polls,5169,NA,NA,6,2024-06-27,GRE,Stein,1
Lord Ashcroft Polls,5169,NA,NA,6,2024-06-27,IND,West,1
Lord Ashcroft Polls,4067,NA,NA,6,2024-06-27,DEM,Biden,43
Lord Ashcroft Polls,4067,NA,NA,6,2024-06-27,REP,Trump,41
Lord Ashcroft Polls,4067,NA,NA,6,2024-06-27,DEM,Biden,39
Lord Ashcroft Polls,4067,NA,NA,6,2024-06-27,REP,Trump,38
Lord Ashcroft Polls,4067,NA,NA,6,2024-06-27,IND,Kennedy,9
Lord Ashcroft Polls,4067,NA,NA,6,2024-06-27,GRE,Stein,1
Lord Ashcroft Polls,4067,NA,NA,6,2024-06-27,IND,West,1
Morning Consult,4000,1.9,-0.3,3,2024-06-26,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-06-26,REP,Trump,43
PureSpectrum,7320,NA,NA,5.5,2024-06-26,DEM,Biden,30
PureSpectrum,7320,NA,NA,5.5,2024-06-26,REP,Trump,36
YouGov,1406,3,-1.1,9,2024-06-25,DEM,Biden,42
YouGov,1406,3,-1.1,9,2024-06-25,REP,Trump,42
YouGov,1406,3,-1.1,9,2024-06-25,IND,Kennedy,4
YouGov,1406,3,-1.1,9,2024-06-25,IND,West,0
YouGov,1406,3,-1.1,9,2024-06-25,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-06-25,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-25,REP,Trump,44
Siena/NYT,1226,3,-1.5,9,2024-06-25,DEM,Biden,42
Siena/NYT,1226,3,-1.5,9,2024-06-25,REP,Trump,48
Siena/NYT,1226,3,-1.5,9,2024-06-25,DEM,Biden,44
Siena/NYT,1226,3,-1.5,9,2024-06-25,REP,Trump,48
Siena/NYT,1226,3,-1.5,9,2024-06-25,DEM,Biden,32
Siena/NYT,1226,3,-1.5,9,2024-06-25,REP,Trump,39
Siena/NYT,1226,3,-1.5,9,2024-06-25,IND,Kennedy,9
Siena/NYT,1226,3,-1.5,9,2024-06-25,GRE,Stein,2
Siena/NYT,1226,3,-1.5,9,2024-06-25,IND,West,0
Siena/NYT,1226,3,-1.5,9,2024-06-25,LIB,Oliver,2
Siena/NYT,1226,3,-1.5,9,2024-06-25,DEM,Biden,37
Siena/NYT,1226,3,-1.5,9,2024-06-25,REP,Trump,40
Siena/NYT,1226,3,-1.5,9,2024-06-25,IND,Kennedy,7
Siena/NYT,1226,3,-1.5,9,2024-06-25,GRE,Stein,2
Siena/NYT,1226,3,-1.5,9,2024-06-25,IND,West,0
Siena/NYT,1226,3,-1.5,9,2024-06-25,LIB,Oliver,1
Leger,878,2,0,9,2024-06-24,DEM,Biden,43
Leger,878,2,0,9,2024-06-24,REP,Trump,41
Leger,878,2,0,9,2024-06-24,DEM,Biden,38
Leger,878,2,0,9,2024-06-24,REP,Trump,38
Leger,878,2,0,9,2024-06-24,IND,Kennedy,7
Leger,878,2,0,9,2024-06-24,GRE,Stein,2
Leger,878,2,0,9,2024-06-24,IND,West,2
Morning Consult,4000,1.9,-0.3,3,2024-06-24,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-24,REP,Trump,44
Quinnipiac,1405,2.8,-0.5,9,2024-06-24,DEM,Biden,45
Quinnipiac,1405,2.8,-0.5,9,2024-06-24,REP,Trump,49
Quinnipiac,1405,2.8,-0.5,9,2024-06-24,DEM,Biden,37
Quinnipiac,1405,2.8,-0.5,9,2024-06-24,REP,Trump,43
Quinnipiac,1405,2.8,-0.5,9,2024-06-24,IND,Kennedy,11
Quinnipiac,1405,2.8,-0.5,9,2024-06-24,IND,West,2
Quinnipiac,1405,2.8,-0.5,9,2024-06-24,GRE,Stein,2
Quinnipiac,1405,2.8,-0.5,9,2024-06-24,LIB,Oliver,1
McLaughlin,2000,0.5,1.6,4,2024-06-24,DEM,Biden,44.5
McLaughlin,2000,0.5,1.6,4,2024-06-24,REP,Trump,45.7
McLaughlin,1744,0.5,1.6,4,2024-06-24,DEM,Biden,45.6
McLaughlin,1744,0.5,1.6,4,2024-06-24,REP,Trump,47.3
McLaughlin,2000,0.5,1.6,4,2024-06-24,DEM,Biden,38.8
McLaughlin,2000,0.5,1.6,4,2024-06-24,REP,Trump,40.3
McLaughlin,2000,0.5,1.6,4,2024-06-24,IND,Kennedy,8.3
McLaughlin,2000,0.5,1.6,4,2024-06-24,IND,West,1.6
McLaughlin,2000,0.5,1.6,4,2024-06-24,GRE,Stein,1
McLaughlin,2000,0.5,1.6,4,2024-06-24,LIB,Oliver,0.5
McLaughlin,1744,0.5,1.6,4,2024-06-24,DEM,Biden,40.4
McLaughlin,1744,0.5,1.6,4,2024-06-24,REP,Trump,42.2
McLaughlin,1744,0.5,1.6,4,2024-06-24,IND,Kennedy,7.7
McLaughlin,1744,0.5,1.6,4,2024-06-24,IND,West,1.3
McLaughlin,1744,0.5,1.6,4,2024-06-24,GRE,Stein,0.9
McLaughlin,1744,0.5,1.6,4,2024-06-24,LIB,Oliver,0.5
McLaughlin,1000,0.5,1.6,4,2024-06-24,DEM,Biden,44
McLaughlin,1000,0.5,1.6,4,2024-06-24,REP,Trump,46
McLaughlin,1000,0.5,1.6,4,2024-06-24,DEM,Harris,42
McLaughlin,1000,0.5,1.6,4,2024-06-24,REP,Trump,47
McLaughlin,1000,0.5,1.6,4,2024-06-24,DEM,Biden,37
McLaughlin,1000,0.5,1.6,4,2024-06-24,REP,Trump,39
McLaughlin,1000,0.5,1.6,4,2024-06-24,IND,Kennedy,10
McLaughlin,1000,0.5,1.6,4,2024-06-24,IND,West,2
McLaughlin,1000,0.5,1.6,4,2024-06-24,GRE,Stein,2
McLaughlin,1000,0.5,1.6,4,2024-06-24,LIB,Oliver,1
YouGov,2750,3,-1.1,9,2024-06-24,DEM,Biden,44.3
YouGov,2750,3,-1.1,9,2024-06-24,REP,Trump,41.9
YouGov,2750,3,-1.1,9,2024-06-24,IND,Kennedy,4.6
YouGov,2750,3,-1.1,9,2024-06-24,GRE,Stein,1
YouGov,2750,3,-1.1,9,2024-06-24,IND,West,0.8
Morning Consult,10159,1.9,-0.3,3,2024-06-23,DEM,Biden,44
Morning Consult,10159,1.9,-0.3,3,2024-06-23,REP,Trump,44
Morning Consult,4000,1.9,-0.3,3,2024-06-22,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-06-22,REP,Trump,44
Morning Consult,4000,1.9,-0.3,3,2024-06-21,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-21,REP,Trump,44
YouGov,1878,3,-1.1,9,2024-06-21,DEM,Biden,49
YouGov,1878,3,-1.1,9,2024-06-21,REP,Trump,50
ActiVote,2029,NA,NA,5,2024-06-21,DEM,Biden,48.4
ActiVote,2029,NA,NA,5,2024-06-21,REP,Trump,51.6
ActiVote,2192,NA,NA,5,2024-06-21,DEM,Biden,42.1
ActiVote,2192,NA,NA,5,2024-06-21,REP,Trump,43.7
ActiVote,2192,NA,NA,5,2024-06-21,IND,Kennedy,14.2
Morning Consult,4000,1.9,-0.3,3,2024-06-20,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-20,REP,Trump,44
Clarity,1002,1.6,-0.2,1,2024-06-20,DEM,Biden,47
Clarity,1002,1.6,-0.2,1,2024-06-20,REP,Trump,46
Morning Consult,4000,1.9,-0.3,3,2024-06-19,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-19,REP,Trump,44
YouGov,1396,3,-1.1,9,2024-06-18,DEM,Biden,42
YouGov,1396,3,-1.1,9,2024-06-18,REP,Trump,42
YouGov,1396,3,-1.1,9,2024-06-18,IND,Kennedy,4
YouGov,1396,3,-1.1,9,2024-06-18,IND,West,1
YouGov,1396,3,-1.1,9,2024-06-18,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-06-18,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-18,REP,Trump,44
YouGov Blue,2015,3,-1.1,9,2024-06-18,DEM,Biden,45
YouGov Blue,2015,3,-1.1,9,2024-06-18,REP,Trump,45
YouGov Blue,2015,3,-1.1,9,2024-06-18,GRE,Stein,1
YouGov Blue,2015,3,-1.1,9,2024-06-18,IND,Kennedy,4
YouGov Blue,2015,3,-1.1,9,2024-06-18,IND,West,1
YouGov Blue,2015,3,-1.1,9,2024-06-18,LIB,Oliver,1
Redfield & Wilton Strategies,1148,1.8,0.4,9,2024-06-17,DEM,Biden,41
Redfield & Wilton Strategies,1148,1.8,0.4,9,2024-06-17,REP,Trump,41
Redfield & Wilton Strategies,1148,1.8,0.4,9,2024-06-17,IND,Kennedy,7
Morning Consult,4000,1.9,-0.3,3,2024-06-17,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-06-17,REP,Trump,43
Beacon/Shaw,1095,2.8,-1.1,9,2024-06-17,DEM,Biden,43
Beacon/Shaw,1095,2.8,-1.1,9,2024-06-17,REP,Trump,42
Beacon/Shaw,1095,2.8,-1.1,9,2024-06-17,IND,Kennedy,10
Beacon/Shaw,1095,2.8,-1.1,9,2024-06-17,IND,West,2
Beacon/Shaw,1095,2.8,-1.1,9,2024-06-17,GRE,Stein,2
Beacon/Shaw,1095,2.8,-1.1,9,2024-06-17,DEM,Biden,50
Beacon/Shaw,1095,2.8,-1.1,9,2024-06-17,REP,Trump,48
Innovative Research Group,2000,2.1,-0.1,8.5,2024-06-17,DEM,Biden,41
Innovative Research Group,2000,2.1,-0.1,8.5,2024-06-17,REP,Trump,42
Innovative Research Group,2000,2.1,-0.1,8.5,2024-06-17,IND,Kennedy,8
Morning Consult,10132,1.9,-0.3,3,2024-06-16,DEM,Biden,44
Morning Consult,10132,1.9,-0.3,3,2024-06-16,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-06-15,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-06-15,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-06-14,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-14,REP,Trump,43
YouGov,1011,3,-1.1,9,2024-06-14,DEM,Biden,41
YouGov,1011,3,-1.1,9,2024-06-14,REP,Trump,39
YouGov,1011,3,-1.1,9,2024-06-14,IND,Kennedy,3
YouGov,1011,3,-1.1,9,2024-06-14,GRE,Stein,1
YouGov,1011,3,-1.1,9,2024-06-14,IND,West,1
Morning Consult,4000,1.9,-0.3,3,2024-06-13,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-06-13,REP,Trump,43
Ipsos,930,2.8,-0.9,9.5,2024-06-12,DEM,Biden,39
Ipsos,930,2.8,-0.9,9.5,2024-06-12,REP,Trump,41
Ipsos,1119,2.8,-0.9,9.5,2024-06-12,DEM,Biden,34
Ipsos,1119,2.8,-0.9,9.5,2024-06-12,REP,Trump,36
Ipsos,1119,2.8,-0.9,9.5,2024-06-12,DEM,Biden,32
Ipsos,1119,2.8,-0.9,9.5,2024-06-12,REP,Trump,33
Ipsos,1119,2.8,-0.9,9.5,2024-06-12,IND,Kennedy,10
Ipsos,930,2.8,-0.9,9.5,2024-06-12,DEM,Biden,37
Ipsos,930,2.8,-0.9,9.5,2024-06-12,REP,Trump,38
Ipsos,930,2.8,-0.9,9.5,2024-06-12,IND,Kennedy,10
Redfield & Wilton Strategies,1141,1.8,0.4,9,2024-06-12,DEM,Biden,41
Redfield & Wilton Strategies,1141,1.8,0.4,9,2024-06-12,REP,Trump,40
Redfield & Wilton Strategies,1141,1.8,0.4,9,2024-06-12,IND,Kennedy,7
Echelon Insights,1013,2.7,-0.8,9,2024-06-12,DEM,Biden,48
Echelon Insights,1013,2.7,-0.8,9,2024-06-12,REP,Trump,47
Echelon Insights,1013,2.7,-0.8,9,2024-06-12,DEM,Biden,42
Echelon Insights,1013,2.7,-0.8,9,2024-06-12,REP,Trump,43
Echelon Insights,1013,2.7,-0.8,9,2024-06-12,IND,Kennedy,7
Echelon Insights,1013,2.7,-0.8,9,2024-06-12,GRE,Stein,2
Echelon Insights,1013,2.7,-0.8,9,2024-06-12,IND,West,2
Morning Consult,4000,1.9,-0.3,3,2024-06-12,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-12,REP,Trump,44
Marist,1184,2.9,-0.9,7,2024-06-12,DEM,Biden,49
Marist,1184,2.9,-0.9,7,2024-06-12,REP,Trump,49
Marist,1184,2.9,-0.9,7,2024-06-12,DEM,Biden,41
Marist,1184,2.9,-0.9,7,2024-06-12,REP,Trump,42
Marist,1184,2.9,-0.9,7,2024-06-12,IND,Kennedy,11
Marist,1184,2.9,-0.9,7,2024-06-12,IND,West,3
Marist,1184,2.9,-0.9,7,2024-06-12,GRE,Stein,1
Marist,1184,2.9,-0.9,7,2024-06-12,LIB,Oliver,1
YouGov,1399,3,-1.1,9,2024-06-11,DEM,Biden,40
YouGov,1399,3,-1.1,9,2024-06-11,REP,Trump,42
YouGov,1399,3,-1.1,9,2024-06-11,IND,Kennedy,3
YouGov,1399,3,-1.1,9,2024-06-11,IND,West,1
YouGov,1399,3,-1.1,9,2024-06-11,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-06-11,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-11,REP,Trump,44
Civiqs,1140,2.4,-0.2,8,2024-06-11,DEM,Biden,45
Civiqs,1140,2.4,-0.2,8,2024-06-11,REP,Trump,45
Morning Consult,4000,1.9,-0.3,3,2024-06-10,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-10,REP,Trump,44
SSRS,1031,2.4,-0.2,10,2024-06-10,DEM,Biden,30
SSRS,1031,2.4,-0.2,10,2024-06-10,REP,Trump,33
SSRS,1031,2.4,-0.2,10,2024-06-10,IND,Kennedy,10
Morning Consult,10260,1.9,-0.3,3,2024-06-09,DEM,Biden,44
Morning Consult,10260,1.9,-0.3,3,2024-06-09,REP,Trump,43
Big Village,2026,1.2,1.7,9,2024-06-09,DEM,Biden,33.7
Big Village,2026,1.2,1.7,9,2024-06-09,REP,Trump,36.4
Big Village,2026,1.2,1.7,9,2024-06-09,IND,Kennedy,9.7
Big Village,2026,1.2,1.7,9,2024-06-09,IND,West,1.5
Big Village,1625,1.2,1.7,9,2024-06-09,DEM,Biden,38.7
Big Village,1625,1.2,1.7,9,2024-06-09,REP,Trump,40.3
Big Village,1625,1.2,1.7,9,2024-06-09,IND,Kennedy,8.3
Big Village,1625,1.2,1.7,9,2024-06-09,IND,West,1.5
Big Village,1423,1.2,1.7,9,2024-06-09,DEM,Biden,42.5
Big Village,1423,1.2,1.7,9,2024-06-09,REP,Trump,42.2
Big Village,1423,1.2,1.7,9,2024-06-09,IND,Kennedy,7.4
Big Village,1423,1.2,1.7,9,2024-06-09,IND,West,1.4
Morning Consult,4000,1.9,-0.3,3,2024-06-08,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-06-08,REP,Trump,44
YouGov,1359,3,-1.1,9,2024-06-07,DEM,Biden,49
YouGov,1359,3,-1.1,9,2024-06-07,REP,Trump,50
Morning Consult,4000,1.9,-0.3,3,2024-06-07,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-07,REP,Trump,44
Morning Consult,4000,1.9,-0.3,3,2024-06-06,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-06,REP,Trump,44
Cygnal,1500,2.1,-1.1,4,2024-06-06,DEM,Biden,44.5
Cygnal,1500,2.1,-1.1,4,2024-06-06,REP,Trump,46.5
Cygnal,1500,2.1,-1.1,4,2024-06-06,DEM,Biden,38.4
Cygnal,1500,2.1,-1.1,4,2024-06-06,REP,Trump,41.2
Cygnal,1500,2.1,-1.1,4,2024-06-06,IND,Kennedy,8.4
Cygnal,1500,2.1,-1.1,4,2024-06-06,GRE,Stein,1.8
Cygnal,1500,2.1,-1.1,4,2024-06-06,IND,West,2.3
YouGov,1239,3,-1.1,9,2024-06-06,DEM,Biden,46
YouGov,1239,3,-1.1,9,2024-06-06,REP,Trump,44
YouGov,1239,3,-1.1,9,2024-06-06,DEM,Biden,42
YouGov,1239,3,-1.1,9,2024-06-06,REP,Trump,43
RMG Research,3000,2.3,-0.4,5,2024-06-06,DEM,Biden,42
RMG Research,3000,2.3,-0.4,5,2024-06-06,REP,Trump,43
Emerson,1000,2.9,-1.1,7,2024-06-05,DEM,Biden,50.2
Emerson,1000,2.9,-1.1,7,2024-06-05,REP,Trump,49.8
Emerson,1000,2.9,-1.1,7,2024-06-05,DEM,Biden,38.4
Emerson,1000,2.9,-1.1,7,2024-06-05,REP,Trump,44.4
Emerson,1000,2.9,-1.1,7,2024-06-05,IND,Kennedy,5.9
Emerson,1000,2.9,-1.1,7,2024-06-05,IND,West,1
Emerson,1000,2.9,-1.1,7,2024-06-05,GRE,Stein,1.2
Morning Consult,4000,1.9,-0.3,3,2024-06-05,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-05,REP,Trump,44
YouGov,1566,3,-1.1,9,2024-06-04,DEM,Biden,42
YouGov,1566,3,-1.1,9,2024-06-04,REP,Trump,42
YouGov,1566,3,-1.1,9,2024-06-04,IND,Kennedy,3
YouGov,1566,3,-1.1,9,2024-06-04,IND,West,1
YouGov,1566,3,-1.1,9,2024-06-04,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-06-04,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-04,REP,Trump,44
ActiVote,1671,NA,NA,5,2024-06-04,DEM,Biden,48.1
ActiVote,1671,NA,NA,5,2024-06-04,REP,Trump,51.9
ActiVote,1775,NA,NA,5,2024-06-04,DEM,Biden,41.6
ActiVote,1775,NA,NA,5,2024-06-04,REP,Trump,45.4
ActiVote,1775,NA,NA,5,2024-06-04,IND,Kennedy,13.1
Morning Consult,4000,1.9,-0.3,3,2024-06-03,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-03,REP,Trump,44
Navigator,812,1.3,0.3,4.5,2024-06-03,DEM,Biden,45
Navigator,812,1.3,0.3,4.5,2024-06-03,REP,Trump,40
Navigator,812,1.3,0.3,4.5,2024-06-03,IND,Kennedy,8
Navigator,812,1.3,0.3,4.5,2024-06-03,GRE,Stein,1
Navigator,812,1.3,0.3,4.5,2024-06-03,IND,West,2
Navigator,812,1.3,0.3,4.5,2024-06-03,DEM,Biden,48
Navigator,812,1.3,0.3,4.5,2024-06-03,REP,Trump,44
Morning Consult,10404,1.9,-0.3,3,2024-06-02,DEM,Biden,43
Morning Consult,10404,1.9,-0.3,3,2024-06-02,REP,Trump,44
Morning Consult,4000,1.9,-0.3,3,2024-06-01,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-06-01,REP,Trump,44
Morning Consult,2200,1.9,-0.3,3,2024-05-31,DEM,Biden,45
Morning Consult,2200,1.9,-0.3,3,2024-05-31,REP,Trump,44
Ipsos,2135,2.8,-0.9,9.5,2024-05-31,DEM,Biden,41
Ipsos,2135,2.8,-0.9,9.5,2024-05-31,REP,Trump,39
Ipsos,2556,2.8,-0.9,9.5,2024-05-31,DEM,Biden,36
Ipsos,2556,2.8,-0.9,9.5,2024-05-31,REP,Trump,36
Ipsos,2135,2.8,-0.9,9.5,2024-05-31,DEM,Biden,39
Ipsos,2135,2.8,-0.9,9.5,2024-05-31,REP,Trump,37
Ipsos,2135,2.8,-0.9,9.5,2024-05-31,IND,Kennedy,10
Ipsos,2556,2.8,-0.9,9.5,2024-05-31,DEM,Biden,34
Ipsos,2556,2.8,-0.9,9.5,2024-05-31,REP,Trump,33
Ipsos,2556,2.8,-0.9,9.5,2024-05-31,IND,Kennedy,10
HarrisX,1006,1.5,-0.1,6,2024-05-31,DEM,Biden,49
HarrisX,1006,1.5,-0.1,6,2024-05-31,REP,Trump,51
HarrisX,1006,1.5,-0.1,6,2024-05-31,DEM,Biden,41
HarrisX,1006,1.5,-0.1,6,2024-05-31,REP,Trump,43
HarrisX,1006,1.5,-0.1,6,2024-05-31,IND,Kennedy,13
HarrisX,1006,1.5,-0.1,6,2024-05-31,IND,West,2
HarrisX,1006,1.5,-0.1,6,2024-05-31,GRE,Stein,2
SurveyMonkey,5893,2,0.2,9,2024-05-31,DEM,Biden,30
SurveyMonkey,5893,2,0.2,9,2024-05-31,REP,Trump,34
TIPP,1675,1.8,-0.4,3,2024-05-31,DEM,Biden,41
TIPP,1675,1.8,-0.4,3,2024-05-31,REP,Trump,41
TIPP,1675,1.8,-0.4,3,2024-05-31,DEM,Biden,38
TIPP,1675,1.8,-0.4,3,2024-05-31,REP,Trump,38
TIPP,1675,1.8,-0.4,3,2024-05-31,IND,Kennedy,10
TIPP,1675,1.8,-0.4,3,2024-05-31,IND,West,1
TIPP,1675,1.8,-0.4,3,2024-05-31,GRE,Stein,2
Morning Consult,4000,1.9,-0.3,3,2024-05-31,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-05-31,REP,Trump,45
Morning Consult,4000,1.9,-0.3,3,2024-05-30,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-05-30,REP,Trump,45
Lord Ashcroft Polls,10025,NA,NA,6,2024-05-30,DEM,Biden,40
Lord Ashcroft Polls,10025,NA,NA,6,2024-05-30,REP,Trump,39
Lord Ashcroft Polls,10025,NA,NA,6,2024-05-30,DEM,Biden,36
